2574,1,1,3,2,1,4,Center
2720,3,1,3,2,3,0,Center
994,1,2,3,2,1,3,Center
1744,4,0,2,1,4,1,Center
2572,1,1,3,2,1,2,Center
2508,0,2,3,2,0,5,Center
416,0,4,3,2,0,5,Center
2602,1,3,3,2,1,1,Center
3162,4,1,3,2,4,0,Center
1324,1,4,2,1,1,1,Center
1884,2,2,3,2,2,0,Center
2552,0,5,3,2,0,2,Center
952,1,2,2,1,1,4,Center
1326,1,4,2,1,1,3,Center
1636,0,5,2,1,0,2,Center
1658,1,2,2,1,1,4,Center
415,0,4,3,2,0,3,Center
2573,1,1,3,2,1,3,Center
840,1,1,3,2,1,2,Center
2620,1,4,3,2,1,3,Center
1705,2,3,2,1,2,0,Center
2668,2,2,3,2,2,0,Center
2588,1,2,3,2,1,3,Center
1758,4,1,2,1,4,0,Center
374,0,4,2,1,0,5,Center
217,0,3,2,1,0,5,Center
2754,4,1,3,2,4,0,Center
1405,1,4,3,2,1,2,Center
1577,2,0,3,2,2,3,Center
1149,1,3,3,2,1,2,Center
1653,1,1,2,1,1,4,Center
2618,1,4,3,2,1,1,Center
590,0,5,2,1,0,2,Center
373,0,4,2,0,5,0,22
335,0,4,1,1,1,4,22
369,0,4,2,0,1,4,22
656,0,5,3,1,0,4,19
311,0,4,0,2,2,3,19
368,0,4,2,0,0,5,19
313,0,4,0,2,4,1,19
608,0,5,2,2,0,4,19
339,0,4,1,1,5,0,19
502,0,5,0,4,2,2,19
505,0,5,0,4,3,1,19
2841,4,0,2,0,1,4,19
334,0,4,1,1,0,5,19
3453,5,0,4,1,1,4,18
1447,1,4,4,1,5,0,18
1261,1,4,0,5,5,0,18
3250,5,0,0,5,1,4,18
408,0,4,3,1,0,5,17
380,0,4,2,2,0,5,17
1631,0,4,2,1,1,4,16
3448,5,0,4,1,0,4,16
1241,1,4,0,4,3,1,16
3233,5,0,0,4,1,3,16
381,0,4,2,2,1,4,16
409,0,4,3,1,1,4,16
379,0,4,2,1,5,0,16
1413,1,4,3,2,4,0,16
1446,1,4,4,1,4,0,16
1430,1,4,4,0,4,1,16
712,0,5,4,1,2,3,16
1233,1,4,0,4,1,1,16
1682,1,4,2,1,4,0,16
1402,1,4,3,2,0,4,16
499,0,5,0,4,1,4,16
1386,1,4,3,1,0,4,16
1248,1,4,0,5,0,4,16
1322,1,4,2,1,0,4,16
1236,1,4,0,4,2,0,16
3230,5,0,0,4,0,5,16
1333,1,4,2,1,4,0,16
1991,2,3,0,5,4,1,16
3356,5,0,2,2,0,4,16
435,0,4,4,0,5,0,16
1244,1,4,0,4,4,1,16
3340,5,0,2,1,0,4,16
3231,5,0,0,4,1,1,16
1306,1,4,2,0,0,4,16
1434,1,4,4,1,0,4,16
1317,1,4,2,0,4,0,16
2988,4,1,0,5,2,3,16
1238,1,4,0,4,2,2,16
420,0,4,3,2,1,4,16
3294,5,0,1,3,0,4,16
3402,5,0,3,1,0,4,16
576,0,5,2,0,0,4,16
3418,5,0,3,2,0,4,16
351,0,4,1,3,5,0,16
1671,1,4,2,1,0,4,16
500,0,5,0,4,2,0,16
3262,5,0,1,1,0,4,16
2551,0,4,3,2,5,0,16
1428,1,4,4,0,3,1,16
3326,5,0,2,0,0,4,16
3243,5,0,0,4,4,1,16
429,0,4,3,2,5,0,16
2731,4,0,3,2,1,4,16
509,0,5,0,4,5,0,16
1423,1,4,4,0,2,0,16
3237,5,0,0,4,2,2,16
2758,5,0,3,2,0,4,16
1338,1,4,2,2,0,4,16
347,0,4,1,3,1,4,16
512,0,5,1,1,0,4,16
3235,5,0,0,4,2,0,16
1232,1,4,0,4,0,5,16
1635,0,4,2,1,5,0,16
1264,1,4,1,1,0,4,16
413,0,4,3,1,5,0,16
375,0,4,2,1,1,4,16
2616,1,4,3,2,0,4,16
3240,5,0,0,4,3,1,16
1397,1,4,3,1,4,0,16
2627,1,4,3,2,4,0,16
2542,0,4,3,2,1,4,16
496,0,5,0,4,1,1,16
3254,5,0,0,5,2,3,16
3246,5,0,0,5,0,4,16
385,0,4,2,2,5,0,16
636,0,5,2,3,4,1,16
431,0,4,4,0,1,4,16
2846,4,0,2,1,1,4,16
1741,4,0,2,1,1,4,16
2891,4,0,3,2,1,4,16
1762,5,0,2,1,0,4,16
1104,1,3,2,0,5,0,15
1159,1,3,3,2,5,0,15
3301,5,0,1,3,2,2,15
1766,5,0,2,1,1,3,15
434,0,4,4,0,4,1,15
430,0,4,4,0,0,5,15
3422,5,0,3,2,1,3,15
3304,5,0,1,3,3,1,15
1057,1,3,0,4,4,1,15
1143,1,3,3,1,5,0,15
1058,1,3,0,4,5,0,15
346,0,4,1,3,0,5,15
3452,5,0,4,1,1,3,15
3406,5,0,3,1,1,3,15
1074,1,3,0,5,5,0,15
2762,5,0,3,2,1,3,15
3344,5,0,2,1,1,3,15
2613,1,3,3,2,5,0,15
1110,1,3,2,1,5,0,15
350,0,4,1,3,4,1,15
3360,5,0,2,2,1,3,15
1668,1,3,2,1,5,0,15
2628,1,4,3,2,4,1,14
503,0,5,0,4,2,3,14
3171,4,1,4,0,1,4,14
1260,1,4,0,5,4,1,14
362,0,4,1,4,3,0,14
3460,5,0,4,1,3,2,14
1432,1,4,4,1,0,2,14
3430,5,0,3,2,4,0,14
3039,4,1,1,3,5,0,14
2747,4,1,3,2,1,4,14
3385,5,0,2,3,4,1,14
2771,5,0,3,2,4,1,14
3443,5,0,4,0,3,1,14
1435,1,4,4,1,0,5,14
356,0,4,1,4,1,2,14
2755,4,1,3,2,5,0,14
3414,5,0,3,1,4,0,14
1438,1,4,4,1,1,3,14
3445,5,0,4,0,4,1,14
624,0,5,2,3,0,4,14
1398,1,4,3,1,4,1,14
582,0,5,2,0,2,2,14
1366,1,4,2,3,4,1,14
637,0,5,2,3,5,0,14
2899,4,0,3,2,5,0,14
463,0,4,5,0,3,0,14
3163,4,1,3,2,5,0,14
3109,4,1,2,3,1,4,14
1390,1,4,3,1,1,3,14
3415,5,0,3,1,4,1,14
628,0,5,2,3,1,4,14
438,0,4,4,1,0,5,14
2977,4,1,0,4,5,0,14
1414,1,4,3,2,4,1,14
388,0,4,2,3,0,5,14
1463,1,4,5,0,4,1,14
1445,1,4,4,1,3,2,14
2984,4,1,0,5,1,4,14
717,0,5,4,1,5,0,14
1255,1,4,0,5,2,3,14
3459,5,0,4,1,3,1,14
3030,4,1,1,3,1,4,14
708,0,5,4,1,1,4,14
2968,4,1,0,4,1,4,14
508,0,5,0,4,4,1,14
3431,5,0,3,2,4,1,14
1444,1,4,4,1,3,1,14
3461,5,0,4,1,4,0,14
3449,5,0,4,1,0,5,14
3179,4,1,4,0,5,0,14
3155,4,1,3,2,1,4,14
1355,1,4,2,3,0,5,14
1442,1,4,4,1,2,3,14
613,0,5,2,2,2,0,14
3457,5,0,4,1,2,3,14
2921,4,0,5,0,1,2,14
3055,4,1,1,4,5,0,14
3323,5,0,1,4,4,1,14
348,0,4,1,3,2,3,14
2829,4,0,1,4,1,2,14
1299,1,4,1,3,3,1,14
3446,5,0,4,1,0,2,14
2770,5,0,3,2,4,0,14
3117,4,1,2,3,5,0,14
3187,4,1,5,0,1,4,14
2993,4,1,0,5,5,0,14
704,0,5,4,1,0,4,14
2739,4,0,3,2,5,0,14
456,0,4,5,0,1,2,14
3259,5,0,0,5,4,1,14
432,0,4,4,0,2,3,14
1947,2,3,0,3,0,4,13
424,0,4,3,2,2,3,13
631,0,5,2,3,2,2,13
2132,2,3,3,2,0,4,13
2550,0,4,3,2,4,1,13
327,0,4,0,5,2,3,13
3034,4,1,1,3,2,3,13
578,0,5,2,0,1,2,13
3077,4,1,2,1,1,3,13
2160,2,3,4,0,4,1,13
1751,4,1,2,1,1,3,13
1699,2,3,2,1,0,4,13
2026,2,3,1,3,0,4,13
384,0,4,2,2,4,1,13
382,0,4,2,2,2,3,13
2964,4,1,0,4,0,5,13
3139,4,1,3,1,1,3,13
2087,2,3,2,2,0,5,13
467,0,4,5,0,4,1,13
1963,2,3,0,4,0,5,13
332,0,4,0,5,4,1,13
3175,4,1,4,0,2,3,13
513,0,5,1,1,1,2,13
1961,2,3,0,4,0,2,13
1774,5,0,2,1,4,0,13
1962,2,3,0,4,0,3,13
366,0,4,1,4,4,1,13
3092,4,1,2,2,1,3,13
3154,4,1,3,2,1,3,13
1748,4,1,2,1,0,4,13
376,0,4,2,1,2,3,13
2037,2,3,1,3,4,0,13
1967,2,3,0,4,1,4,13
2746,4,1,3,2,1,3,13
3352,5,0,2,1,4,0,13
2850,4,0,2,1,5,0,13
2947,4,1,0,3,0,4,13
2546,0,4,3,2,2,3,13
2038,2,3,1,3,4,1,13
3166,4,1,4,0,0,4,13
3036,4,1,1,3,3,1,13
3182,4,1,5,0,0,4,13
3042,4,1,1,4,0,4,13
641,0,5,3,0,1,1,13
2152,2,3,4,0,1,3,13
1931,2,3,0,2,0,4,13
2148,2,3,4,0,0,4,13
1632,0,4,2,1,2,3,13
361,0,4,1,4,2,3,13
529,0,5,1,2,1,1,13
584,0,5,2,0,3,0,13
2742,4,1,3,2,0,4,13
532,0,5,1,2,2,0,13
2967,4,1,0,4,1,3,13
462,0,4,5,0,2,3,13
2963,4,1,0,4,0,3,13
318,0,4,0,3,4,1,13
1634,0,4,2,1,4,1,13
615,0,5,2,2,2,3,13
2042,2,3,1,4,0,4,13
3074,4,1,2,1,0,4,13
2976,4,1,0,4,4,0,13
3033,4,1,1,3,2,2,13
316,0,4,0,3,2,3,13
378,0,4,2,1,4,1,13
1966,2,3,0,4,1,3,13
2072,2,3,2,1,0,4,13
2962,4,1,0,4,0,2,13
428,0,4,3,2,4,1,13
3026,4,1,1,3,0,4,13
2931,4,1,0,2,0,4,13
2180,2,3,5,0,0,4,13
2678,2,3,3,2,0,4,13
410,0,4,3,1,2,3,13
1976,2,3,0,4,5,0,13
1745,4,0,2,1,5,0,13
3150,4,1,3,2,0,4,13
645,0,5,3,0,2,0,13
412,0,4,3,1,4,1,13
1974,2,3,0,4,4,0,13
2461,3,1,3,2,1,3,12
442,0,4,4,1,1,4,12
1412,1,4,3,2,3,1,12
2381,3,1,0,5,4,0,12
1209,1,4,0,2,3,1,12
2549,0,4,3,2,4,0,12
2913,4,0,4,1,3,1,12
3242,5,0,0,4,4,0,12
1379,1,4,3,0,3,1,12
2600,1,3,3,2,0,4,12
1100,1,3,2,0,1,4,12
1158,1,3,3,2,4,1,12
2207,3,0,0,4,1,4,12
2395,3,1,1,3,0,5,12
3282,5,0,1,2,1,4,12
688,0,5,4,0,0,4,12
1427,1,4,4,0,3,0,12
2296,3,0,3,1,1,4,12
1381,1,4,3,0,4,0,12
1425,1,4,4,0,2,2,12
331,0,4,0,5,4,0,12
3368,5,0,2,2,4,0,12
2496,3,1,5,0,1,3,12
2784,4,0,0,4,0,5,12
1453,1,4,5,0,1,2,12
1393,1,4,3,1,2,2,12
1087,1,3,1,4,0,4,12
2626,1,4,3,2,3,1,12
2714,3,1,3,2,1,3,12
1054,1,3,0,4,1,4,12
357,0,4,1,4,1,3,12
451,0,4,4,1,5,0,12
2396,3,1,1,3,1,4,12
3208,5,0,0,2,3,1,12
2786,4,0,0,4,2,3,12
2886,4,0,3,2,0,4,12
1349,1,4,2,2,4,0,12
2883,4,0,3,1,5,0,12
427,0,4,3,2,4,0,12
2880,4,0,3,1,2,3,12
1235,1,4,0,4,1,3,12
1347,1,4,2,2,3,1,12
1156,1,3,3,2,3,1,12
2788,4,0,0,4,4,1,12
2802,4,0,0,5,3,1,12
1983,2,3,0,5,1,4,12
1240,1,4,0,4,3,0,12
498,0,5,0,4,1,3,12
1287,1,4,1,2,4,0,12
3373,5,0,2,3,0,5,12
1292,1,4,1,3,0,4,12
2610,1,3,3,2,3,1,12
1206,1,4,0,2,2,2,12
1213,1,4,0,2,5,0,12
1140,1,3,3,1,2,3,12
2397,3,1,1,3,2,3,12
567,0,5,1,4,2,3,12
3403,5,0,3,1,0,5,12
1257,1,4,0,5,3,1,12
2414,3,1,1,4,4,0,12
2398,3,1,1,3,3,2,12
1101,1,3,2,0,2,3,12
457,0,4,5,0,1,3,12
1103,1,3,2,0,4,1,12
3313,5,0,1,4,1,2,12
2792,4,0,0,5,0,4,12
2400,3,1,1,3,5,0,12
1667,1,3,2,1,4,1,12
2842,4,0,2,0,2,3,12
1331,1,4,2,1,3,1,12
1184,1,3,5,0,0,4,12
3366,5,0,2,2,3,1,12
2918,4,0,5,0,0,4,12
1194,1,3,5,0,3,1,12
2785,4,0,0,4,1,4,12
3256,5,0,0,5,3,1,12
2472,3,1,4,0,2,3,12
3400,5,0,3,1,0,2,12
2473,3,1,4,0,3,2,12
3397,5,0,3,0,3,1,12
2881,4,0,3,1,3,2,12
2737,4,0,3,2,3,1,12
419,0,4,3,2,1,3,12
3429,5,0,3,2,3,1,12
2882,4,0,3,1,4,1,12
2475,3,1,4,0,5,0,12
1139,1,3,3,1,1,4,12
1127,1,3,2,3,3,1,12
1073,1,3,0,5,4,1,12
2316,3,0,4,0,1,4,12
1342,1,4,2,2,1,3,12
2836,4,0,1,4,3,1,12
1315,1,4,2,0,3,1,12
1109,1,3,2,1,4,1,12
507,0,5,0,4,4,0,12
1391,1,4,3,1,2,0,12
2789,4,0,0,4,5,0,12
3434,5,0,4,0,0,4,12
1370,1,4,3,0,0,4,12
2399,3,1,1,3,4,1,12
2612,1,3,3,2,4,1,12
1146,1,3,3,2,0,4,12
1138,1,3,3,1,0,5,12
1142,1,3,3,1,4,1,12
2447,3,1,2,3,4,0,12
2488,3,1,4,1,4,0,12
2440,3,1,2,3,1,3,12
669,0,5,3,1,5,0,12
1061,1,3,0,5,0,4,12
1384,1,4,3,1,0,2,12
1053,1,3,0,4,0,5,12
2769,5,0,3,2,3,1,12
1289,1,4,1,2,5,0,12
3388,5,0,3,0,0,4,12
2373,3,1,0,5,1,3,12
3412,5,0,3,1,3,0,12
1304,1,4,2,0,0,2,12
2897,4,0,3,2,3,1,12
1680,1,4,2,1,3,1,12
2826,4,0,1,4,0,4,12
1204,1,4,0,2,2,0,12
1312,1,4,2,0,2,2,12
1336,1,4,2,2,0,2,12
1243,1,4,0,4,4,0,12
2927,4,0,5,0,3,1,12
2474,3,1,4,0,4,1,12
2808,4,0,1,1,2,3,12
365,0,4,1,4,4,0,12
2869,4,0,2,3,3,1,12
728,0,5,5,0,2,3,12
2481,3,1,4,1,1,3,12
322,0,4,0,5,1,3,12
1070,1,3,0,5,3,1,12
3410,5,0,3,1,2,2,12
1055,1,3,0,4,2,3,12
1141,1,3,3,1,3,2,12
2721,3,1,3,2,4,0,12
1772,5,0,2,1,3,1,12
660,0,5,3,1,1,4,12
2879,4,0,3,1,1,4,12
1178,1,3,4,1,3,1,12
3405,5,0,3,1,1,2,12
2407,3,1,1,4,1,3,12
1395,1,4,3,1,3,0,12
2470,3,1,4,0,0,5,12
1343,1,4,2,2,2,0,12
1296,1,4,1,3,2,2,12
1418,1,4,4,0,0,4,12
466,0,4,5,0,4,0,12
1389,1,4,3,1,1,2,12
3441,5,0,4,0,2,2,12
544,0,5,1,3,0,4,12
2541,0,4,3,2,1,3,12
1387,1,4,3,1,0,5,12
1094,1,3,1,4,3,1,12
2878,4,0,3,1,0,5,12
3350,5,0,2,1,3,1,12
2471,3,1,4,0,1,4,12
2504,3,1,5,0,4,0,12
1278,1,4,1,2,0,4,12
1285,1,4,1,2,3,1,12
3202,5,0,0,2,1,4,12
2467,3,1,3,2,4,0,12
2726,4,0,3,2,0,4,12
2449,3,1,2,3,5,0,11
3249,5,0,0,5,1,3,11
679,0,5,3,2,2,2,11
3435,5,0,4,0,0,5,11
2489,3,1,4,1,5,0,11
711,0,5,4,1,2,2,11
583,0,5,2,0,2,3,11
1293,1,4,1,3,0,5,11
609,0,5,2,2,1,1,11
3392,5,0,3,0,1,3,11
1815,2,2,1,2,0,5,11
2664,2,2,3,2,0,5,11
1354,1,4,2,3,0,4,11
2059,2,3,2,0,0,5,11
2450,3,1,3,0,0,5,11
2367,3,1,0,4,5,0,11
633,0,5,2,3,3,1,11
1917,2,2,5,0,0,5,11
657,0,5,3,1,1,1,11
1842,2,2,2,0,0,5,11
1847,2,2,2,1,0,5,11
698,0,5,4,0,3,1,11
1901,2,2,4,1,0,5,11
1719,3,1,2,1,0,5,11
2723,3,1,3,2,5,0,11
1723,3,1,2,1,5,0,11
2932,4,1,0,2,0,5,11
621,0,5,2,2,5,0,11
401,0,4,2,3,5,0,11
601,0,5,2,1,3,1,11
682,0,5,3,2,3,1,11
2940,4,1,0,2,2,3,11
395,0,4,2,3,2,2,11
569,0,5,1,4,3,1,11
1829,2,2,1,4,0,5,11
659,0,5,3,1,1,3,11
1932,2,3,0,2,0,5,11
647,0,5,3,0,2,2,11
2694,3,0,3,2,0,4,11
677,0,5,3,2,2,0,11
2711,3,1,3,2,0,5,11
1855,2,2,2,3,0,5,11
521,0,5,1,1,3,1,11
667,0,5,3,1,4,0,11
2404,3,1,1,4,0,5,11
2383,3,1,0,5,5,0,11
1720,3,1,2,1,1,4,11
537,0,5,1,2,3,1,11
2729,4,0,3,2,1,2,11
480,0,5,0,2,4,1,11
1787,2,2,0,4,0,5,11
2482,3,1,4,1,1,4,11
1199,1,4,0,2,0,4,11
598,0,5,2,1,2,2,11
2805,4,0,0,5,5,0,11
1064,1,3,0,5,1,4,11
619,0,5,2,2,4,0,11
1419,1,4,4,0,0,5,11
2338,3,0,5,0,0,4,11
2363,3,1,0,4,1,4,11
2423,3,1,2,1,0,5,11
3372,5,0,2,3,0,4,11
310,0,4,0,2,1,4,11
1644,0,5,2,1,2,2,11
2454,3,1,3,0,5,0,11
2437,3,1,2,3,0,5,11
2564,0,5,3,2,3,1,11
3197,5,0,0,2,0,4,11
655,0,5,3,1,0,3,11
629,0,5,2,3,2,0,11
668,0,5,3,1,4,1,11
1259,1,4,0,5,4,0,11
2479,3,1,4,1,0,5,11
3228,5,0,0,4,0,2,11
649,0,5,3,0,3,1,11
553,0,5,1,3,3,1,11
2389,3,1,1,2,0,5,11
2458,3,1,3,2,0,5,11
321,0,4,0,5,1,2,11
611,0,5,2,2,1,3,11
2211,3,0,0,4,5,0,11
1647,0,5,2,1,3,1,11
2835,4,0,1,4,3,0,11
2248,3,0,1,4,0,4,11
2493,3,1,5,0,0,5,11
475,0,5,0,2,2,3,11
1239,1,4,0,4,2,3,11
1866,2,2,3,0,0,5,11
3437,5,0,4,0,1,2,11
2374,3,1,0,5,1,4,11
534,0,5,1,2,2,2,11
610,0,5,2,2,1,2,11
328,0,4,0,5,3,0,11
620,0,5,2,2,4,1,11
3238,5,0,0,4,2,3,11
695,0,5,4,0,2,2,11
1789,2,2,0,4,2,3,11
425,0,4,3,2,3,0,11
2462,3,1,3,2,1,4,11
2427,3,1,2,1,5,0,11
2796,4,0,0,5,1,4,11
1251,1,4,0,5,1,3,11
1230,1,4,0,4,0,2,11
2362,3,1,0,4,0,5,11
2547,0,4,3,2,3,0,11
3295,5,0,1,3,0,5,11
714,0,5,4,1,3,1,11
2441,3,1,2,3,1,4,11
314,0,4,0,2,5,0,11
1944,2,3,0,2,4,1,11
1880,2,2,3,2,0,5,11
2424,3,1,2,1,1,4,11
2559,0,5,3,2,2,0,11
665,0,5,3,1,3,0,11
612,0,5,2,2,1,4,11
2889,4,0,3,2,1,2,11
550,0,5,1,3,2,2,11
658,0,5,3,1,1,2,11
664,0,5,3,1,2,3,11
1691,2,2,2,1,0,5,11
616,0,5,2,2,3,0,11
518,0,5,1,1,2,2,11
2451,3,1,3,0,1,4,11
2715,3,1,3,2,1,4,11
730,0,5,5,0,3,1,11
2302,3,0,3,2,0,4,11
2561,0,5,3,2,2,2,11
607,0,5,2,2,0,3,11
2469,3,1,3,2,5,0,11
392,0,4,2,3,1,4,11
3258,5,0,0,5,4,0,11
1234,1,4,0,4,1,2,10
1009,1,2,4,0,5,0,10
2595,1,2,3,2,4,0,10
1759,4,1,2,1,5,0,10
724,0,5,5,0,1,4,10
3211,5,0,0,2,4,1,10
3279,5,0,1,2,0,5,10
1763,5,0,2,1,0,5,10
3353,5,0,2,1,4,1,10
3333,5,0,2,0,2,2,10
166,0,3,0,5,1,3,10
2813,4,0,1,2,1,4,10
3455,5,0,4,1,2,1,10
3251,5,0,0,5,2,0,10
403,0,4,3,0,1,4,10
589,0,5,2,0,5,0,10
1254,1,4,0,5,2,2,10
904,1,2,0,4,5,0,10
653,0,5,3,0,5,0,10
1318,1,4,2,0,4,1,10
2960,4,1,0,3,4,0,10
3419,5,0,3,2,0,5,10
1403,1,4,3,2,0,5,10
3248,5,0,0,5,1,2,10
1802,2,2,0,5,2,3,10
2617,1,4,3,2,0,5,10
3362,5,0,2,2,2,0,10
1246,1,4,0,5,0,2,10
1651,0,5,2,1,5,0,10
2874,4,0,3,0,1,4,10
2936,4,1,0,2,1,4,10
3369,5,0,2,2,4,1,10
3239,5,0,0,4,3,0,10
3324,5,0,2,0,0,2,10
2633,2,0,3,2,0,5,10
3244,5,0,0,5,0,2,10
1642,0,5,2,1,1,4,10
685,0,5,3,2,5,0,10
557,0,5,1,3,5,0,10
1001,1,2,3,2,4,0,10
942,1,2,1,4,4,0,10
1775,5,0,2,1,4,1,10
701,0,5,4,0,5,0,10
1439,1,4,4,1,2,0,10
1800,2,2,0,5,2,0,10
1258,1,4,0,5,3,2,10
3389,5,0,3,0,0,5,10
933,1,2,1,4,0,4,10
1382,1,4,3,0,4,1,10
3203,5,0,0,2,2,0,10
596,0,5,2,1,1,4,10
525,0,5,1,1,5,0,10
2259,3,0,1,4,4,0,10
1443,1,4,4,1,3,0,10
3311,5,0,1,4,0,5,10
644,0,5,3,0,1,4,10
515,0,5,1,1,1,4,10
1476,2,0,0,4,0,5,10
1436,1,4,4,1,1,1,10
2558,0,5,3,2,1,4,10
3307,5,0,1,3,4,1,10
1441,1,4,4,1,2,2,10
1005,1,2,4,0,1,4,10
345,0,4,1,2,5,0,10
541,0,5,1,2,5,0,10
605,0,5,2,1,5,0,10
3257,5,0,0,5,3,2,10
3078,4,1,2,1,1,4,10
3165,4,1,4,0,0,3,10
3253,5,0,0,5,2,2,10
481,0,5,0,2,5,0,10
3357,5,0,2,2,0,5,10
1421,1,4,4,0,1,2,10
580,0,5,2,0,1,4,10
547,0,5,1,3,1,4,10
1307,1,4,2,0,0,5,10
3198,5,0,0,2,0,5,10
1200,1,4,0,2,0,5,10
3232,5,0,0,4,1,2,10
1040,1,2,5,0,4,0,10
3085,4,1,2,1,5,0,10
1252,1,4,0,5,2,0,10
407,0,4,3,0,5,0,10
1339,1,4,2,2,0,5,10
3327,5,0,2,0,0,5,10
1256,1,4,0,5,3,0,10
2759,5,0,3,2,0,5,10
341,0,4,1,2,1,4,10
173,0,3,0,5,3,1,10
1116,1,3,2,2,5,0,10
1249,1,4,0,5,1,1,10
1212,1,4,0,2,4,1,10
471,0,5,0,2,1,4,10
3456,5,0,4,1,2,2,10
573,0,5,1,4,5,0,10
1440,1,4,4,1,2,1,10
1279,1,4,1,2,0,5,10
3450,5,0,4,1,1,1,10
1451,1,4,5,0,0,5,10
1752,4,1,2,1,1,4,10
2945,4,1,0,2,5,0,10
1672,1,4,2,1,0,5,10
2856,4,0,2,2,5,0,10
900,1,2,0,4,1,4,10
3255,5,0,0,5,3,0,10
2852,4,0,2,2,1,4,10
1334,1,4,2,1,4,1,10
1302,1,4,1,3,4,1,10
692,0,5,4,0,1,4,10
2782,4,0,0,3,4,1,10
3263,5,0,1,1,0,5,10
1323,1,4,2,1,0,5,10
170,0,3,0,5,2,2,10
1265,1,4,1,1,0,5,10
1477,2,0,0,4,1,4,10
3247,5,0,0,5,1,1,10
531,0,5,1,2,1,4,10
175,0,3,0,5,4,0,10
1350,1,4,2,2,4,1,10
1371,1,4,3,0,0,5,10
2567,0,5,3,2,5,0,10
3454,5,0,4,1,2,0,10
1992,2,3,0,5,5,0,10
3341,5,0,2,1,0,5,10
1570,2,0,3,2,0,5,10
1250,1,4,0,5,1,2,10
1683,1,4,2,1,4,1,10
676,0,5,3,2,1,4,10
1028,1,2,5,0,0,4,10
3278,5,0,1,2,0,4,10
1112,1,3,2,2,1,4,10
690,0,5,4,0,1,2,9
709,0,5,4,1,2,0,9
2115,2,3,3,1,0,3,9
3296,5,0,1,3,1,1,9
552,0,5,1,3,3,0,9
2492,3,1,5,0,0,4,9
1591,2,0,4,1,0,5,9
329,0,4,0,5,3,1,9
691,0,5,4,0,1,3,9
2347,3,0,5,0,3,1,9
2926,4,0,5,0,2,3,9
2120,2,3,3,1,1,3,9
3100,4,1,2,2,4,0,9
290,0,3,4,1,3,1,9
461,0,4,5,0,2,2,9
1972,2,3,0,4,3,1,9
3136,4,1,3,1,0,4,9
2062,2,3,2,0,1,3,9
703,0,5,4,1,0,3,9
254,0,3,3,1,4,1,9
575,0,5,2,0,0,3,9
1977,2,3,0,5,0,2,9
1703,2,3,2,1,1,3,9
622,0,5,2,3,0,2,9
250,0,3,3,1,0,5,9
2090,2,3,2,2,1,3,9
693,0,5,4,0,2,0,9
2242,3,0,1,3,2,3,9
2725,4,0,3,2,0,3,9
237,0,3,2,3,2,2,9
261,0,3,3,2,1,3,9
2800,4,0,0,5,2,3,9
241,0,3,2,3,4,0,9
469,0,5,0,2,1,2,9
213,0,3,2,0,2,3,9
1788,2,2,0,4,1,4,9
2039,2,3,1,3,5,0,9
1093,1,3,1,4,3,0,9
2153,2,3,4,0,1,4,9
