0,0,1,0,0
1,0,2,0,0
2,0,2,0,1
3,0,3,0,0
4,0,3,0,1
5,0,3,0,2
6,0,3,1,1
7,0,3,2,0
8,0,4,0,0
9,0,4,0,1
10,0,4,0,2
11,0,4,0,3
12,0,4,1,1
13,0,4,1,2
14,0,4,2,0
15,0,4,3,0
16,0,5,0,0
17,0,5,0,1
18,0,5,0,2
19,0,5,0,3
20,0,5,0,4
21,0,5,1,1
22,0,5,1,2
23,0,5,1,3
24,0,5,2,0
25,0,5,2,2
26,0,5,3,0
27,0,5,3,1
28,0,5,4,0
29,0,6,0,0
30,0,6,0,1
31,0,6,0,2
32,0,6,0,3
33,0,6,0,4
34,0,6,0,5
35,0,6,1,1
36,0,6,1,2
37,0,6,1,3
38,0,6,1,4
39,0,6,2,0
40,0,6,2,2
41,0,6,2,3
42,0,6,3,0
43,0,6,3,1
44,0,6,4,0
45,0,6,4,1
46,0,6,5,0
47,0,7,0,0
48,0,7,0,1
49,0,7,0,2
50,0,7,0,3
51,0,7,0,4
52,0,7,0,5
53,0,7,0,6
54,0,7,1,1
55,0,7,1,2
56,0,7,1,3
57,0,7,1,4
58,0,7,1,5
59,0,7,2,0
60,0,7,2,2
61,0,7,2,3
62,0,7,2,4
63,0,7,3,0
64,0,7,3,1
65,0,7,3,3
66,0,7,4,0
67,0,7,4,1
68,0,7,4,2
69,0,7,5,0
70,0,7,5,1
71,0,7,6,0
72,0,8,0,0
73,0,8,0,1
74,0,8,0,2
75,0,8,0,3
76,0,8,0,4
77,0,8,0,5
78,0,8,0,6
79,0,8,0,7
80,0,8,1,1
81,0,8,1,2
82,0,8,1,3
83,0,8,1,4
84,0,8,1,5
85,0,8,1,6
86,0,8,2,0
87,0,8,2,2
88,0,8,2,3
89,0,8,2,4
90,0,8,2,5
91,0,8,3,0
92,0,8,3,1
93,0,8,3,3
94,0,8,3,4
95,0,8,4,0
96,0,8,4,1
97,0,8,4,2
98,0,8,5,0
99,0,8,5,1
100,0,8,5,2
101,0,8,6,0
102,0,8,6,1
103,0,8,7,0
104,0,9,0,0
105,0,9,0,1
106,0,9,0,2
107,0,9,0,3
108,0,9,0,4
109,0,9,0,5
110,0,9,0,6
111,0,9,0,7
112,0,9,0,8
113,0,9,1,1
114,0,9,1,2
115,0,9,1,3
116,0,9,1,4
117,0,9,1,5
118,0,9,1,6
119,0,9,1,7
120,0,9,2,0
121,0,9,2,2
122,0,9,2,3
123,0,9,2,4
124,0,9,2,5
125,0,9,2,6
126,0,9,3,0
127,0,9,3,1
128,0,9,3,3
129,0,9,3,4
130,0,9,3,5
131,0,9,4,0
132,0,9,4,1
133,0,9,4,2
134,0,9,4,4
135,0,9,5,0
136,0,9,5,1
137,0,9,5,2
138,0,9,5,3
139,0,9,6,0
140,0,9,6,1
141,0,9,6,2
142,0,9,7,0
143,0,9,7,1
144,0,9,8,0
145,0,10,0,0
146,0,10,0,1
147,0,10,0,2
148,0,10,0,3
149,0,10,0,4
150,0,10,0,5
151,0,10,0,6
152,0,10,0,7
153,0,10,0,8
154,0,10,0,9
155,0,10,1,1
156,0,10,1,2
157,0,10,1,3
158,0,10,1,4
159,0,10,1,5
160,0,10,1,6
161,0,10,1,7
162,0,10,1,8
163,0,10,2,0
164,0,10,2,2
165,0,10,2,3
166,0,10,2,4
167,0,10,2,5
168,0,10,2,6
169,0,10,2,7
170,0,10,3,0
171,0,10,3,1
172,0,10,3,3
173,0,10,3,4
174,0,10,3,5
175,0,10,3,6
176,0,10,4,0
177,0,10,4,1
178,0,10,4,2
179,0,10,4,4
180,0,10,4,5
181,0,10,5,0
182,0,10,5,1
183,0,10,5,2
184,0,10,5,3
185,0,10,6,0
186,0,10,6,1
187,0,10,6,2
188,0,10,6,3
189,0,10,7,0
190,0,10,7,1
191,0,10,7,2
192,0,10,8,0
193,0,10,8,1
194,0,10,9,0
195,0,11,0,0
196,0,11,0,1
197,0,11,0,2
198,0,11,0,3
199,0,11,0,4
200,0,11,0,5
201,0,11,0,6
202,0,11,0,7
203,0,11,0,8
204,0,11,0,9
205,0,11,0,10
206,0,11,1,1
207,0,11,1,2
208,0,11,1,3
209,0,11,1,4
210,0,11,1,5
211,0,11,1,6
212,0,11,1,7
213,0,11,1,8
214,0,11,1,9
215,0,11,2,0
216,0,11,2,2
217,0,11,2,3
218,0,11,2,4
219,0,11,2,5
220,0,11,2,6
221,0,11,2,7
222,0,11,2,8
223,0,11,3,0
224,0,11,3,1
225,0,11,3,3
226,0,11,3,4
227,0,11,3,5
228,0,11,3,6
229,0,11,3,7
230,0,11,4,0
231,0,11,4,1
232,0,11,4,2
233,0,11,4,4
234,0,11,4,5
235,0,11,4,6
236,0,11,5,0
237,0,11,5,1
238,0,11,5,2
239,0,11,5,3
240,0,11,5,5
241,0,11,6,0
242,0,11,6,1
243,0,11,6,2
244,0,11,6,3
245,0,11,6,4
246,0,11,7,0
247,0,11,7,1
248,0,11,7,2
249,0,11,7,3
250,0,11,8,0
251,0,11,8,1
252,0,11,8,2
253,0,11,9,0
254,0,11,9,1
255,0,11,10,0
256,0,12,0,0
257,0,12,0,1
258,0,12,0,2
259,0,12,0,3
260,0,12,0,4
261,0,12,0,5
262,0,12,0,6
263,0,12,0,7
264,0,12,0,8
265,0,12,0,9
266,0,12,0,10
267,0,12,0,11
268,0,12,1,1
269,0,12,1,2
270,0,12,1,3
271,0,12,1,4
272,0,12,1,5
273,0,12,1,6
274,0,12,1,7
275,0,12,1,8
276,0,12,1,9
277,0,12,1,10
278,0,12,2,0
279,0,12,2,2
280,0,12,2,3
281,0,12,2,4
282,0,12,2,5
283,0,12,2,6
284,0,12,2,7
285,0,12,2,8
286,0,12,2,9
287,0,12,3,0
288,0,12,3,1
289,0,12,3,3
290,0,12,3,4
291,0,12,3,5
292,0,12,3,6
293,0,12,3,7
294,0,12,3,8
295,0,12,4,0
296,0,12,4,1
297,0,12,4,2
298,0,12,4,4
299,0,12,4,5
300,0,12,4,6
301,0,12,4,7
302,0,12,5,0
303,0,12,5,1
304,0,12,5,2
305,0,12,5,3
306,0,12,5,5
307,0,12,5,6
308,0,12,6,0
309,0,12,6,1
310,0,12,6,2
311,0,12,6,3
312,0,12,6,4
313,0,12,7,0
314,0,12,7,1
315,0,12,7,2
316,0,12,7,3
317,0,12,7,4
318,0,12,8,0
319,0,12,8,1
320,0,12,8,2
321,0,12,8,3
322,0,12,9,0
323,0,12,9,1
324,0,12,9,2
325,0,12,10,0
326,0,12,10,1
327,0,12,11,0
328,0,13,0,0
329,0,13,0,1
330,0,13,0,2
331,0,13,0,3
332,0,13,0,4
333,0,13,0,5
334,0,13,0,6
335,0,13,0,7
336,0,13,0,8
337,0,13,0,9
338,0,13,0,10
339,0,13,0,11
340,0,13,0,12
341,0,13,1,1
342,0,13,1,2
343,0,13,1,3
