0,0,0,2,0,2,0,4
1,1,0,2,0,2,1,3
2,2,0,2,0,2,2,2
3,3,0,2,0,2,3,1
4,4,0,2,0,2,4,0
5,5,0,2,0,3,0,4
6,6,0,2,0,3,1,3
7,7,0,2,0,3,2,2
8,8,0,2,0,3,3,1
9,9,0,2,0,3,4,0
10,10,0,2,0,4,0,3
11,11,0,2,0,4,1,1
12,12,0,2,0,4,1,2
13,13,0,2,0,4,1,3
14,14,0,2,0,4,2,0
15,15,0,2,0,4,2,1
16,16,0,2,0,4,2,2
17,17,0,2,0,4,3,0
18,18,0,2,0,4,3,1
19,19,0,2,0,4,4,0
20,20,0,2,1,1,0,4
21,21,0,2,1,1,1,3
22,22,0,2,1,1,2,2
23,23,0,2,1,1,3,1
24,24,0,2,1,1,4,0
25,25,0,2,1,2,0,4
26,26,0,2,1,2,1,3
27,27,0,2,1,2,2,2
28,28,0,2,1,2,3,1
29,29,0,2,1,2,4,0
30,30,0,2,1,3,0,3
31,31,0,2,1,3,0,4
32,32,0,2,1,3,1,1
33,33,0,2,1,3,1,2
34,34,0,2,1,3,2,0
35,35,0,2,1,3,2,1
36,36,0,2,1,3,2,2
37,37,0,2,1,3,3,0
38,38,0,2,1,3,3,1
39,39,0,2,1,3,4,0
40,40,0,2,2,1,0,4
41,41,0,2,2,1,1,3
42,42,0,2,2,1,2,2
43,43,0,2,2,1,3,1
44,44,0,2,2,1,4,0
45,45,0,2,2,2,0,3
46,46,0,2,2,2,0,4
47,47,0,2,2,2,1,1
48,48,0,2,2,2,1,2
49,49,0,2,2,2,1,3
50,50,0,2,2,2,2,0
51,51,0,2,2,2,2,1
52,52,0,2,2,2,3,0
53,53,0,2,2,2,3,1
54,54,0,2,2,2,4,0
55,55,0,2,3,0,0,4
56,56,0,2,3,0,1,3
57,57,0,2,3,0,2,2
58,58,0,2,3,0,3,1
59,59,0,2,3,0,4,0
60,60,0,2,3,1,0,3
61,61,0,2,3,1,0,4
62,62,0,2,3,1,1,1
63,63,0,2,3,1,1,2
64,64,0,2,3,1,1,3
65,65,0,2,3,1,2,0
66,66,0,2,3,1,2,1
67,67,0,2,3,1,2,2
68,68,0,2,3,1,3,0
69,69,0,2,3,1,4,0
70,70,0,2,4,0,0,3
71,71,0,2,4,0,0,4
72,72,0,2,4,0,1,1
73,73,0,2,4,0,1,2
74,74,0,2,4,0,1,3
75,75,0,2,4,0,2,0
76,76,0,2,4,0,2,1
77,77,0,2,4,0,2,2
78,78,0,2,4,0,3,0
79,79,0,2,4,0,3,1
80,80,0,3,0,2,0,4
81,81,0,3,0,2,1,3
82,82,0,3,0,2,2,2
83,83,0,3,0,2,3,1
84,84,0,3,0,2,4,0
85,85,0,3,0,3,0,4
86,86,0,3,0,3,1,3
87,87,0,3,0,3,2,2
88,88,0,3,0,3,3,1
89,89,0,3,0,3,4,0
90,90,0,3,0,4,0,2
91,91,0,3,0,4,1,1
92,92,0,3,0,4,1,2
93,93,0,3,0,4,1,3
94,94,0,3,0,4,2,0
95,95,0,3,0,4,2,1
96,96,0,3,0,4,2,2
97,97,0,3,0,4,3,0
98,98,0,3,0,4,3,1
99,99,0,3,0,4,4,0
100,100,0,3,1,1,0,4
101,101,0,3,1,1,1,3
102,102,0,3,1,1,2,2
103,103,0,3,1,1,3,1
104,104,0,3,1,1,4,0
105,105,0,3,1,2,0,4
106,106,0,3,1,2,1,3
107,107,0,3,1,2,2,2
108,108,0,3,1,2,3,1
109,109,0,3,1,2,4,0
110,110,0,3,1,3,0,2
111,111,0,3,1,3,0,4
112,112,0,3,1,3,1,1
113,113,0,3,1,3,1,2
114,114,0,3,1,3,2,0
115,115,0,3,1,3,2,1
116,116,0,3,1,3,2,2
117,117,0,3,1,3,3,0
118,118,0,3,1,3,3,1
119,119,0,3,1,3,4,0
120,120,0,3,2,0,0,4
121,121,0,3,2,0,1,3
122,122,0,3,2,0,2,2
123,123,0,3,2,0,3,1
124,124,0,3,2,0,4,0
125,125,0,3,2,1,0,4
126,126,0,3,2,1,1,3
127,127,0,3,2,1,2,2
128,128,0,3,2,1,3,1
129,129,0,3,2,1,4,0
130,130,0,3,2,2,0,2
131,131,0,3,2,2,0,4
132,132,0,3,2,2,1,1
133,133,0,3,2,2,1,2
134,134,0,3,2,2,1,3
135,135,0,3,2,2,2,0
136,136,0,3,2,2,2,1
137,137,0,3,2,2,3,0
138,138,0,3,2,2,3,1
139,139,0,3,2,2,4,0
140,140,0,3,3,1,0,2
141,141,0,3,3,1,0,4
142,142,0,3,3,1,1,1
143,143,0,3,3,1,1,2
144,144,0,3,3,1,1,3
145,145,0,3,3,1,2,0
146,146,0,3,3,1,2,1
147,147,0,3,3,1,2,2
148,148,0,3,3,1,3,0
149,149,0,3,3,1,4,0
150,150,0,3,4,0,0,2
151,151,0,3,4,0,0,4
152,152,0,3,4,0,1,1
153,153,0,3,4,0,1,2
154,154,0,3,4,0,1,3
155,155,0,3,4,0,2,0
156,156,0,3,4,0,2,1
157,157,0,3,4,0,2,2
158,158,0,3,4,0,3,0
159,159,0,3,4,0,3,1
160,160,0,4,0,2,0,3
161,161,0,4,0,2,1,1
162,162,0,4,0,2,1,2
163,163,0,4,0,2,1,3
164,164,0,4,0,2,2,0
165,165,0,4,0,2,2,1
166,166,0,4,0,2,2,2
167,167,0,4,0,2,3,0
168,168,0,4,0,2,3,1
169,169,0,4,0,2,4,0
170,170,0,4,0,3,0,2
171,171,0,4,0,3,1,1
172,172,0,4,0,3,1,2
173,173,0,4,0,3,1,3
174,174,0,4,0,3,2,0
175,175,0,4,0,3,2,1
176,176,0,4,0,3,2,2
177,177,0,4,0,3,3,0
178,178,0,4,0,3,3,1
179,179,0,4,0,3,4,0
180,180,0,4,0,4,0,2
181,181,0,4,0,4,0,3
182,182,0,4,0,4,1,1
183,183,0,4,0,4,1,2
184,184,0,4,0,4,1,3
185,185,0,4,0,4,2,0
186,186,0,4,0,4,2,1
187,187,0,4,0,4,2,2
188,188,0,4,0,4,3,0
189,189,0,4,0,4,3,1
190,190,0,4,0,4,4,0
191,191,0,4,1,1,0,2
192,192,0,4,1,1,0,3
193,193,0,4,1,1,1,2
194,194,0,4,1,1,1,3
195,195,0,4,1,1,2,0
196,196,0,4,1,1,2,1
197,197,0,4,1,1,2,2
198,198,0,4,1,1,3,0
199,199,0,4,1,1,3,1
200,200,0,4,1,1,4,0
201,201,0,4,1,2,0,2
202,202,0,4,1,2,0,3
203,203,0,4,1,2,1,1
204,204,0,4,1,2,1,3
205,205,0,4,1,2,2,0
206,206,0,4,1,2,2,1
207,207,0,4,1,2,2,2
208,208,0,4,1,2,3,0
209,209,0,4,1,2,3,1
210,210,0,4,1,2,4,0
211,211,0,4,1,3,0,2
212,212,0,4,1,3,0,3
213,213,0,4,1,3,1,1
214,214,0,4,1,3,1,2
215,215,0,4,1,3,2,0
216,216,0,4,1,3,2,1
217,217,0,4,1,3,2,2
218,218,0,4,1,3,3,0
219,219,0,4,1,3,3,1
220,220,0,4,1,3,4,0
221,221,0,4,2,0,0,2
222,222,0,4,2,0,0,3
223,223,0,4,2,0,1,1
224,224,0,4,2,0,1,2
225,225,0,4,2,0,1,3
226,226,0,4,2,0,2,1
227,227,0,4,2,0,2,2
228,228,0,4,2,0,3,0
229,229,0,4,2,0,3,1
230,230,0,4,2,0,4,0
231,231,0,4,2,1,0,2
232,232,0,4,2,1,0,3
233,233,0,4,2,1,1,1
234,234,0,4,2,1,1,2
235,235,0,4,2,1,1,3
236,236,0,4,2,1,2,0
237,237,0,4,2,1,2,2
238,238,0,4,2,1,3,0
239,239,0,4,2,1,3,1
240,240,0,4,2,1,4,0
241,241,0,4,2,2,0,2
242,242,0,4,2,2,0,3
243,243,0,4,2,2,1,1
244,244,0,4,2,2,1,2
245,245,0,4,2,2,1,3
246,246,0,4,2,2,2,0
247,247,0,4,2,2,2,1
248,248,0,4,2,2,3,0
249,249,0,4,2,2,3,1
250,250,0,4,2,2,4,0
251,251,0,4,3,0,0,2
252,252,0,4,3,0,0,3
253,253,0,4,3,0,1,1
254,254,0,4,3,0,1,2
255,255,0,4,3,0,1,3
256,256,0,4,3,0,2,0
257,257,0,4,3,0,2,1
258,258,0,4,3,0,2,2
259,259,0,4,3,0,3,1
260,260,0,4,3,0,4,0
261,261,0,4,3,1,0,2
262,262,0,4,3,1,0,3
263,263,0,4,3,1,1,1
264,264,0,4,3,1,1,2
265,265,0,4,3,1,1,3
266,266,0,4,3,1,2,0
267,267,0,4,3,1,2,1
268,268,0,4,3,1,2,2
269,269,0,4,3,1,3,0
270,270,0,4,3,1,4,0
271,271,1,1,0,2,0,4
272,272,1,1,0,2,1,3
273,273,1,1,0,2,2,2
274,274,1,1,0,2,3,1
275,275,1,1,0,2,4,0
276,276,1,1,0,3,0,4
277,277,1,1,0,3,1,3
278,278,1,1,0,3,2,2
279,279,1,1,0,3,3,1
280,280,1,1,0,3,4,0
281,281,1,1,0,4,0,2
282,282,1,1,0,4,0,3
283,283,1,1,0,4,1,2
284,284,1,1,0,4,1,3
285,285,1,1,0,4,2,0
286,286,1,1,0,4,2,1
287,287,1,1,0,4,2,2
288,288,1,1,0,4,3,0
289,289,1,1,0,4,3,1
290,290,1,1,0,4,4,0
291,291,1,1,1,2,0,4
292,292,1,1,1,2,1,3
293,293,1,1,1,2,2,2
294,294,1,1,1,2,3,1
295,295,1,1,1,2,4,0
296,296,1,1,1,3,0,2
297,297,1,1,1,3,0,3
298,298,1,1,1,3,0,4
299,299,1,1,1,3,1,2
300,300,1,1,1,3,2,0
301,301,1,1,1,3,2,1
302,302,1,1,1,3,2,2
303,303,1,1,1,3,3,0
304,304,1,1,1,3,3,1
305,305,1,1,1,3,4,0
306,306,1,1,2,0,0,4
307,307,1,1,2,0,1,3
308,308,1,1,2,0,2,2
