157,1,0,2,0,0,2
158,1,0,2,0,1,0
159,1,0,2,0,1,1
160,1,0,2,0,1,2
161,1,0,2,0,2,1
162,1,0,2,1,0,0
163,1,0,2,1,0,2
164,1,0,2,1,1,0
165,1,0,2,1,1,1
166,1,0,2,1,1,2
167,1,0,2,1,2,0
168,1,1,0,0,0,1
169,1,1,0,0,0,2
170,1,1,0,0,1,0
171,1,1,0,0,1,2
172,1,1,0,0,2,0
173,1,1,0,0,2,1
174,1,1,0,1,0,0
175,1,1,0,1,0,2
176,1,1,0,1,1,0
177,1,1,0,1,1,2
178,1,1,0,1,2,0
179,1,1,0,1,2,1
180,1,1,0,2,0,0
181,1,1,0,2,0,1
182,1,1,0,2,1,0
183,1,1,0,2,1,2
184,1,1,0,2,2,0
185,1,1,0,2,2,1
186,1,1,1,0,0,0
187,1,1,1,0,0,1
188,1,1,1,0,0,2
189,1,1,1,0,1,2
190,1,1,1,0,2,0
191,1,1,1,0,2,1
192,1,1,1,2,0,0
193,1,1,1,2,0,1
194,1,1,1,2,0,2
195,1,1,1,2,1,0
196,1,1,1,2,2,0
197,1,1,1,2,2,1
198,1,1,2,0,0,0
199,1,1,2,0,0,1
200,1,1,2,0,0,2
201,1,1,2,0,1,0
202,1,1,2,0,1,2
203,1,1,2,0,2,1
204,1,1,2,1,0,0
205,1,1,2,1,0,1
206,1,1,2,1,0,2
207,1,1,2,1,1,0
208,1,1,2,1,1,2
209,1,1,2,1,2,0
210,1,2,0,0,0,1
211,1,2,0,0,0,2
212,1,2,0,0,1,0
213,1,2,0,0,1,1
214,1,2,0,0,1,2
215,1,2,0,0,2,0
216,1,2,0,1,0,0
217,1,2,0,1,0,2
218,1,2,0,1,1,0
219,1,2,0,1,1,1
220,1,2,0,1,1,2
221,1,2,0,1,2,0
222,1,2,0,2,0,0
223,1,2,0,2,0,1
224,1,2,0,2,1,0
225,1,2,0,2,1,1
226,1,2,0,2,1,2
227,1,2,0,2,2,0
228,1,2,1,0,0,0
229,1,2,1,0,0,1
230,1,2,1,0,0,2
231,1,2,1,0,1,1
232,1,2,1,0,1,2
233,1,2,1,0,2,0
234,1,2,1,1,0,0
235,1,2,1,1,0,1
236,1,2,1,1,0,2
237,1,2,1,1,1,0
238,1,2,1,1,1,2
239,1,2,1,1,2,0
240,1,2,1,2,0,0
241,1,2,1,2,0,1
242,1,2,1,2,0,2
243,1,2,1,2,1,0
244,1,2,1,2,1,1
245,1,2,1,2,2,0
246,1,2,2,0,0,0
247,1,2,2,0,0,1
248,1,2,2,0,0,2
249,1,2,2,0,1,0
250,1,2,2,0,1,1
251,1,2,2,0,1,2
252,2,0,0,0,0,1
253,2,0,0,0,1,0
254,2,0,0,0,1,1
255,2,0,0,0,1,2
256,2,0,0,0,2,0
257,2,0,0,0,2,1
258,2,0,0,1,0,0
259,2,0,0,1,1,0
260,2,0,0,1,1,1
261,2,0,0,1,1,2
262,2,0,0,1,2,0
263,2,0,0,1,2,1
264,2,0,1,0,0,0
265,2,0,1,0,0,1
266,2,0,1,0,1,1
267,2,0,1,0,1,2
268,2,0,1,0,2,0
269,2,0,1,0,2,1
270,2,0,1,1,0,0
271,2,0,1,1,0,1
272,2,0,1,1,1,0
273,2,0,1,1,1,2
274,2,0,1,1,2,0
275,2,0,1,1,2,1
276,2,0,1,2,0,0
277,2,0,1,2,0,1
278,2,0,1,2,1,0
279,2,0,1,2,1,1
280,2,0,1,2,2,0
281,2,0,1,2,2,1
282,2,0,2,0,0,0
283,2,0,2,0,0,1
284,2,0,2,0,1,0
285,2,0,2,0,1,1
286,2,0,2,0,1,2
287,2,0,2,0,2,1
288,2,0,2,1,0,0
289,2,0,2,1,0,1
290,2,0,2,1,1,0
291,2,0,2,1,1,1
292,2,0,2,1,1,2
293,2,0,2,1,2,0
294,2,1,0,0,0,1
295,2,1,0,0,0,2
296,2,1,0,0,1,0
297,2,1,0,0,1,1
298,2,1,0,0,2,0
299,2,1,0,0,2,1
300,2,1,0,1,0,0
301,2,1,0,1,0,2
302,2,1,0,1,1,0
303,2,1,0,1,1,1
304,2,1,0,1,2,0
305,2,1,0,1,2,1
306,2,1,0,2,0,0
307,2,1,0,2,0,1
308,2,1,0,2,1,0
309,2,1,0,2,1,1
310,2,1,0,2,2,0
311,2,1,0,2,2,1
312,2,1,1,0,0,0
313,2,1,1,0,0,1
314,2,1,1,0,0,2
315,2,1,1,0,1,1
316,2,1,1,0,2,0
317,2,1,1,0,2,1
318,2,1,1,1,0,0
319,2,1,1,1,0,1
320,2,1,1,1,0,2
321,2,1,1,1,1,0
322,2,1,1,1,2,0
323,2,1,1,1,2,1
324,2,1,2,0,0,0
325,2,1,2,0,0,1
326,2,1,2,0,0,2
327,2,1,2,0,1,0
328,2,1,2,0,1,1
329,2,1,2,0,2,1
330,2,1,2,1,0,0
331,2,1,2,1,0,1
332,2,1,2,1,0,2
333,2,1,2,1,1,0
334,2,1,2,1,1,1
335,2,1,2,1,2,0
