0,0,0,0,1,0,2
1,0,0,0,1,1,0
2,0,0,0,1,1,1
3,0,0,0,1,1,2
4,0,0,0,1,2,0
5,0,0,0,1,2,1
6,0,0,0,2,0,1
7,0,0,0,2,1,0
8,0,0,0,2,1,1
9,0,0,0,2,1,2
10,0,0,0,2,2,0
11,0,0,0,2,2,1
12,0,0,1,0,0,1
13,0,0,1,0,0,2
14,0,0,1,0,1,1
15,0,0,1,0,1,2
16,0,0,1,0,2,0
17,0,0,1,0,2,1
18,0,0,1,1,0,1
19,0,0,1,1,0,2
20,0,0,1,1,1,0
21,0,0,1,1,1,2
22,0,0,1,1,2,0
23,0,0,1,1,2,1
24,0,0,1,2,0,1
25,0,0,1,2,0,2
26,0,0,1,2,1,0
27,0,0,1,2,1,1
28,0,0,1,2,2,0
29,0,0,1,2,2,1
30,0,0,2,0,0,1
31,0,0,2,0,0,2
32,0,0,2,0,1,0
33,0,0,2,0,1,1
34,0,0,2,0,1,2
35,0,0,2,0,2,1
36,0,0,2,1,0,1
37,0,0,2,1,0,2
38,0,0,2,1,1,0
39,0,0,2,1,1,1
40,0,0,2,1,1,2
41,0,0,2,1,2,0
42,0,1,0,0,0,1
43,0,1,0,0,0,2
44,0,1,0,0,1,1
45,0,1,0,0,1,2
46,0,1,0,0,2,0
47,0,1,0,0,2,1
48,0,1,0,1,0,0
49,0,1,0,1,0,2
50,0,1,0,1,1,1
51,0,1,0,1,1,2
52,0,1,0,1,2,0
53,0,1,0,1,2,1
54,0,1,0,2,0,0
55,0,1,0,2,0,1
56,0,1,0,2,1,1
57,0,1,0,2,1,2
58,0,1,0,2,2,0
59,0,1,0,2,2,1
60,0,1,1,1,0,0
61,0,1,1,1,0,1
62,0,1,1,1,0,2
63,0,1,1,1,1,2
64,0,1,1,1,2,0
65,0,1,1,1,2,1
66,0,1,1,2,0,0
67,0,1,1,2,0,1
68,0,1,1,2,0,2
69,0,1,1,2,1,1
70,0,1,1,2,2,0
71,0,1,1,2,2,1
72,0,1,2,0,0,0
73,0,1,2,0,0,1
74,0,1,2,0,0,2
75,0,1,2,0,1,1
76,0,1,2,0,1,2
77,0,1,2,0,2,1
78,0,1,2,1,0,0
79,0,1,2,1,0,1
80,0,1,2,1,0,2
81,0,1,2,1,1,1
82,0,1,2,1,1,2
83,0,1,2,1,2,0
84,0,2,0,0,0,1
85,0,2,0,0,0,2
86,0,2,0,0,1,0
87,0,2,0,0,1,1
88,0,2,0,0,1,2
89,0,2,0,0,2,1
90,0,2,0,1,0,0
91,0,2,0,1,0,2
92,0,2,0,1,1,0
93,0,2,0,1,1,1
94,0,2,0,1,1,2
95,0,2,0,1,2,1
96,0,2,0,2,0,0
97,0,2,0,2,0,1
98,0,2,0,2,1,0
99,0,2,0,2,1,1
100,0,2,0,2,1,2
101,0,2,0,2,2,1
102,0,2,1,0,0,0
103,0,2,1,0,0,1
104,0,2,1,0,0,2
105,0,2,1,0,1,1
106,0,2,1,0,1,2
107,0,2,1,0,2,1
108,0,2,1,1,0,0
109,0,2,1,1,0,1
110,0,2,1,1,0,2
111,0,2,1,1,1,0
112,0,2,1,1,1,2
113,0,2,1,1,2,1
114,0,2,1,2,0,0
115,0,2,1,2,0,1
116,0,2,1,2,0,2
117,0,2,1,2,1,0
118,0,2,1,2,1,1
119,0,2,1,2,2,1
120,0,2,2,1,0,0
121,0,2,2,1,0,1
122,0,2,2,1,0,2
123,0,2,2,1,1,0
124,0,2,2,1,1,1
125,0,2,2,1,1,2
126,1,0,0,0,0,2
127,1,0,0,0,1,0
128,1,0,0,0,1,1
129,1,0,0,0,1,2
130,1,0,0,0,2,0
131,1,0,0,0,2,1
132,1,0,0,2,0,0
133,1,0,0,2,1,0
134,1,0,0,2,1,1
135,1,0,0,2,1,2
136,1,0,0,2,2,0
137,1,0,0,2,2,1
138,1,0,1,0,0,0
139,1,0,1,0,0,2
140,1,0,1,0,1,1
141,1,0,1,0,1,2
142,1,0,1,0,2,0
143,1,0,1,0,2,1
144,1,0,1,1,0,0
145,1,0,1,1,0,2
146,1,0,1,1,1,0
147,1,0,1,1,1,2
148,1,0,1,1,2,0
149,1,0,1,1,2,1
150,1,0,1,2,0,0
151,1,0,1,2,0,2
152,1,0,1,2,1,0
153,1,0,1,2,1,1
154,1,0,1,2,2,0
155,1,0,1,2,2,1
156,1,0,2,0,0,0
